site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
694,MPLS_0,114,13,0.97,25,49,20000,4000
694,Internet,190,17,3,25,25,2500,0
695,MPLS_2,73,11,0.64,101,154,80800,7200
695,MPLS_0,120,12,1.58,271,477,216800,8000
695,Internet,204,16,5,248,248,24800,0
696,MPLS_0,138,14,1.18,20,32,16000,4800
696,MPLS_1,65,7,0.74,7,13,3500,3500
696,Internet,162,17,10,18,18,1800,0
697,MPLS_2,87,13,0.63,14,22,7000,2500
697,MPLS_0,109,14,1.07,56,89,33600,5400
697,Internet,149,20,8,32,32,3200,0
698,MPLS_1,64,8,0.42,37,61,29600,4800
698,Internet,214,14,6,21,21,2100,0
699,MPLS_2,88,9,0.72,17,33,10200,3000
699,MPLS_0,122,13,1.5,33,56,16500,2000
699,Internet,177,20,9,25,25,2500,0
700,MPLS_1,111,15,1.95,34,58,23800,4900
700,MPLS_0,63,7,0.41,16,31,8000,1500
700,Internet,174,16,10,35,35,3500,0
701,MPLS_1,83,8,0.45,15,28,10500,7000
701,MPLS_0,127,13,1.86,69,123,48300,4200
701,MPLS_2,68,8,0.55,13,21,10400,4000
701,Internet,154,12,8,67,67,6700,0
702,MPLS_0,64,12,0.7,8,12,5600,2800
702,MPLS_2,143,16,1.57,17,29,13600,7200
702,Internet,201,18,8,15,15,1500,0
703,MPLS_0,83,12,0.58,4,6,2800,3500
703,MPLS_2,112,15,1.84,18,29,9000,1500
703,MPLS_1,81,10,0.51,3,5,1500,4500
703,Internet,204,17,7,14,14,1400,0
704,MPLS_1,68,11,0.67,10,17,7000,5600
704,MPLS_0,91,16,0.88,24,41,14400,1800
704,Internet,195,16,1,25,25,2500,0
705,MPLS_1,75,13,0.51,35,64,17500,5000
705,MPLS_2,126,16,1.04,85,168,68000,4000
705,Internet,182,20,10,73,73,7300,0
706,MPLS_1,132,15,1.43,148,260,103600,2800
706,MPLS_0,85,10,0.69,49,93,34300,3500
706,Internet,186,15,4,96,96,9600,0
707,MPLS_1,68,12,0.46,38,66,30400,4800
707,MPLS_2,109,14,1.21,102,173,61200,4200
707,Internet,208,13,5,71,71,7100,0
708,MPLS_1,96,15,1.17,35,54,17500,4000
708,MPLS_0,69,10,0.75,14,22,7000,2000
708,Internet,146,16,5,43,43,4300,0
709,MPLS_2,91,14,1.79,104,196,52000,2000
709,MPLS_1,76,11,0.57,38,71,26600,6300
709,Internet,140,16,3,103,103,10300,0
710,MPLS_0,74,11,0.64,8,13,5600,7000
710,MPLS_2,132,14,1.1,20,32,14000,5600
710,Internet,175,17,7,22,22,2200,0
711,MPLS_2,66,10,0.52,5,9,4000,4800
711,MPLS_1,117,13,1.37,33,54,23100,3500
711,MPLS_0,64,9,0.55,4,7,2000,1500
711,Internet,215,19,10,27,27,2700,0
712,MPLS_0,73,12,0.41,5,8,3000,1800
712,MPLS_1,102,14,0.83,7,12,4200,2400
712,Internet,172,16,6,5,5,500,0
713,MPLS_2,84,12,0.66,47,80,28200,3600
713,MPLS_0,112,15,1.21,250,387,150000,6000
713,MPLS_1,66,7,0.7,43,76,21500,2000
713,Internet,218,19,4,214,214,21400,0
714,MPLS_0,87,7,0.44,14,26,8400,6000
714,MPLS_2,119,12,1.8,63,104,44100,4200
714,MPLS_1,65,10,0.5,14,23,11200,4800
714,Internet,174,14,10,82,82,8200,0
715,MPLS_1,85,10,0.68,11,16,7700,4200
715,MPLS_2,118,14,1.73,61,114,42700,4900
715,MPLS_0,72,11,0.7,12,23,8400,7000
715,Internet,187,14,6,31,31,3100,0
716,MPLS_0,83,14,1.61,238,391,119000,4500
716,MPLS_1,85,7,0.78,111,194,66600,4800
716,Internet,175,19,8,148,148,14800,0
717,MPLS_2,88,13,0.62,22,37,15400,2800
717,MPLS_1,105,13,1.73,67,129,40200,2400
717,Internet,180,14,1,59,59,5900,0
718,MPLS_1,73,8,0.64,6,10,3000,3500
718,MPLS_0,73,10,0.76,6,9,4800,7200
718,MPLS_2,130,12,1.1,40,75,28000,3500
718,Internet,162,13,1,38,38,3800,0
719,MPLS_1,80,12,1.94,198,346,99000,4000
719,MPLS_0,72,9,0.58,45,72,31500,2800
719,MPLS_2,67,10,0.4,41,65,24600,2400
719,Internet,203,14,9,168,168,16800,0
720,MPLS_1,87,13,1.74,75,147,45000,4800
720,MPLS_2,76,7,0.72,30,57,18000,4200
720,Internet,180,18,3,63,63,6300,0
721,MPLS_2,79,11,0.49,56,109,39200,4900
721,MPLS_0,124,14,1.13,222,403,111000,3500
721,MPLS_1,81,7,0.57,46,79,23000,4500
721,Internet,158,19,1,243,243,24300,0
722,MPLS_0,147,12,0.93,16,27,11200,2800
722,MPLS_1,84,13,0.44,3,4,1800,6000
722,MPLS_2,77,8,0.46,2,3,1600,8000
722,Internet,187,16,6,10,10,1000,0
723,MPLS_1,85,8,0.51,74,126,44400,2400
723,MPLS_2,139,14,1.04,140,275,112000,5600
723,Internet,141,20,10,93,93,9300,0
724,MPLS_1,80,13,0.59,66,123,33000,5000
724,Internet,183,14,8,48,48,4800,0
725,MPLS_0,118,15,1.27,42,76,21000,2000
725,MPLS_2,85,13,0.7,14,26,9800,2100
725,Internet,169,15,1,29,29,2900,0
726,MPLS_2,89,9,0.68,13,20,9100,4200
726,MPLS_0,121,13,1.31,38,61,19000,4000
726,Internet,203,20,7,38,38,3800,0
727,MPLS_2,151,15,0.95,68,128,40800,3600
727,MPLS_0,64,9,0.68,30,46,21000,7000
727,Internet,154,14,7,73,73,7300,0
728,MPLS_1,148,15,2.04,11,17,7700,2100
728,MPLS_0,60,11,0.78,4,6,2800,4900
728,Internet,198,20,10,5,5,500,0
729,MPLS_1,82,11,0.47,5,8,2500,5000
729,MPLS_2,124,13,1.68,10,17,8000,5600
729,Internet,150,17,9,11,11,1100,0
730,MPLS_0,69,9,0.47,83,152,41500,2000
730,MPLS_1,83,12,1.62,160,242,80000,2000
730,Internet,156,18,7,120,120,12000,0
731,MPLS_1,98,12,1.3,36,64,21600,3000
731,MPLS_0,80,13,0.58,5,8,2500,4000
731,MPLS_2,78,11,0.78,6,10,3000,2500
731,Internet,144,14,4,22,22,2200,0
732,MPLS_2,77,10,0.49,33,54,19800,4800
732,Internet,178,14,6,23,23,2300,0
733,MPLS_0,80,12,0.67,30,52,18000,6000
733,MPLS_1,81,13,1.86,96,163,67200,4900
733,Internet,144,20,8,58,58,5800,0
734,MPLS_0,87,12,0.58,5,8,4000,4000
734,MPLS_2,123,15,0.89,11,20,7700,6300
734,Internet,181,16,10,11,11,1100,0
735,MPLS_1,77,13,0.59,30,54,21000,2800
735,MPLS_2,69,12,0.64,42,73,29400,2800
735,MPLS_0,112,14,1.23,169,298,84500,3500
735,Internet,141,15,7,128,128,12800,0
736,MPLS_1,116,16,1.78,9,14,4500,5000
736,MPLS_0,72,8,0.55,4,7,3200,7200
736,Internet,153,15,7,6,6,600,0
737,MPLS_2,65,9,0.5,10,16,6000,6000
737,MPLS_1,147,14,1.93,35,63,24500,5600
737,Internet,220,18,2,24,24,2400,0
738,MPLS_2,69,9,0.71,15,29,7500,2000
738,MPLS_0,84,14,1,66,121,52800,7200
738,MPLS_1,66,11,0.51,14,23,8400,3000
738,Internet,190,14,2,41,41,4100,0
739,MPLS_0,89,16,1.61,46,78,32200,3500
739,MPLS_2,64,9,0.55,23,37,16100,5600
739,Internet,162,20,5,36,36,3600,0
740,MPLS_0,83,10,0.58,18,33,9000,3500
740,MPLS_2,91,14,1.02,37,58,25900,4200
740,Internet,216,19,4,43,43,4300,0
741,MPLS_2,78,10,0.52,3,5,2100,2100
741,MPLS_1,133,13,1.45,8,12,5600,5600
741,Internet,144,16,2,5,5,500,0
742,MPLS_1,89,13,0.5,62,109,31000,2500
742,MPLS_0,138,12,0.94,136,219,81600,4200
742,Internet,203,19,3,94,94,9400,0
743,MPLS_0,103,13,1.88,19,36,9500,1500
743,MPLS_2,73,9,0.44,9,15,6300,2800
743,Internet,162,15,7,19,19,1900,0
744,MPLS_2,140,13,1.07,96,170,57600,4200
744,MPLS_0,84,10,0.55,38,72,30400,4000
744,Internet,204,14,3,60,60,6000,0
745,MPLS_1,62,7,0.75,6,11,4800,6400
745,MPLS_0,77,7,0.7,6,11,4200,4200
745,MPLS_2,89,14,1.16,22,42,15400,4900
745,Internet,209,15,3,29,29,2900,0
746,MPLS_2,66,10,0.67,5,8,3500,6300
746,MPLS_1,87,13,1.75,15,25,7500,4000
746,Internet,220,17,5,15,15,1500,0
747,MPLS_1,85,13,0.6,75,136,45000,3000
747,Internet,147,14,5,47,47,4700,0
748,MPLS_0,88,9,0.52,11,21,7700,4200
748,MPLS_1,149,14,0.82,42,67,25200,3600
748,Internet,207,17,2,20,20,2000,0
749,MPLS_1,107,16,1.6,69,106,48300,2800
749,MPLS_2,77,9,0.6,28,43,16800,3000
749,Internet,204,15,7,42,42,4200,0
750,MPLS_1,96,15,1.61,48,93,24000,3500
750,MPLS_2,79,8,0.48,23,39,16100,2800
750,Internet,156,15,1,50,50,5000,0
751,MPLS_2,92,14,1.83,118,184,70800,6000
751,MPLS_0,85,12,0.78,21,34,16800,2400
751,MPLS_1,64,7,0.43,23,39,11500,4000
751,Internet,182,14,4,71,71,7100,0
752,MPLS_1,82,13,0.43,2,3,1000,4500
752,MPLS_2,79,9,0.67,2,3,1400,7000
752,MPLS_0,146,13,1.31,12,20,6000,3000
752,Internet,194,18,5,9,9,900,0
753,MPLS_1,64,12,0.5,81,134,48600,5400
753,MPLS_2,148,15,1.32,201,386,140700,7000
753,Internet,202,19,2,152,152,15200,0
754,MPLS_2,80,11,0.76,18,32,14400,8000
754,MPLS_0,86,12,1.84,33,52,19800,2400
754,Internet,154,12,2,28,28,2800,0
755,MPLS_0,78,7,0.52,4,7,2400,1800
755,MPLS_2,143,16,1.68,13,23,9100,3500
755,Internet,199,13,8,11,11,1100,0
756,MPLS_1,104,13,1.22,94,145,56400,1800
756,MPLS_2,63,9,0.7,26,41,18200,6300
756,Internet,218,12,10,48,48,4800,0
757,MPLS_2,80,8,0.43,19,31,9500,4000
757,MPLS_1,117,13,1.07,36,67,28800,5600
757,Internet,147,19,10,32,32,3200,0
758,MPLS_1,69,7,0.51,16,26,12800,5600
758,MPLS_0,126,13,2.05,80,138,48000,2400
758,MPLS_2,78,7,0.56,14,23,11200,6400
758,Internet,158,16,6,51,51,5100,0
759,MPLS_0,121,14,1.57,41,76,24600,4800
759,MPLS_2,87,7,0.66,17,29,11900,6300
759,Internet,148,17,5,41,41,4100,0
760,MPLS_1,126,13,2.08,28,47,19600,4900
760,MPLS_0,68,12,0.55,9,17,5400,4200
760,Internet,175,15,1,25,25,2500,0
761,MPLS_2,134,13,0.86,71,120,56800,5600
761,MPLS_1,78,10,0.66,28,53,14000,4500
761,Internet,144,15,8,62,62,6200,0
762,MPLS_2,83,12,0.63,10,19,8000,8000
762,MPLS_1,137,15,0.91,21,38,16800,6400
762,Internet,181,14,5,23,23,2300,0
763,MPLS_0,63,12,0.41,104,186,62400,3000
763,MPLS_2,137,16,0.85,297,533,237600,5600
763,Internet,210,14,9,278,278,27800,0
764,MPLS_1,78,11,0.44,19,30,13300,6300
764,MPLS_2,108,14,1.44,41,75,32800,3200
764,Internet,175,12,1,35,35,3500,0
765,MPLS_2,66,7,0.77,271,419,189700,4900
765,Internet,153,19,6,103,103,10300,0
766,MPLS_1,71,8,0.63,8,15,4800,5400
766,MPLS_0,106,12,1.96,19,37,11400,2400
766,Internet,185,20,4,18,18,1800,0
767,MPLS_1,78,7,0.46,14,27,8400,3000
767,Internet,181,19,9,5,5,500,0
768,MPLS_2,136,16,0.96,16,27,12800,7200
768,MPLS_1,70,11,0.63,6,11,3000,2500
768,Internet,210,17,5,16,16,1600,0
769,MPLS_2,141,12,1.4,21,35,14700,2800
769,MPLS_1,61,10,0.61,10,19,6000,3600
769,Internet,177,17,10,19,19,1900,0
770,MPLS_1,70,10,0.46,3,4,1500,2500
770,MPLS_2,126,14,1.56,8,13,6400,4800
770,Internet,155,12,10,6,6,600,0
771,MPLS_0,61,7,0.65,5,9,3000,6000
771,MPLS_2,69,7,0.51,5,9,2500,1500
771,MPLS_1,84,15,1.06,30,54,24000,2400
771,Internet,154,13,7,14,14,1400,0
772,MPLS_0,75,11,0.41,16,27,9600,4800
772,Internet,151,17,7,10,10,1000,0
773,MPLS_0,66,11,0.74,3,4,1500,2500
773,MPLS_2,83,14,1.44,26,39,13000,2500
773,MPLS_1,71,9,0.77,4,6,2000,1500
773,Internet,186,19,4,11,11,1100,0
774,MPLS_0,139,13,0.99,23,35,18400,2400
774,MPLS_1,88,9,0.79,9,14,6300,4200
774,Internet,160,17,3,14,14,1400,0
775,MPLS_1,69,11,0.41,11,20,7700,4900
775,MPLS_2,102,12,1.52,32,63,25600,8000
775,Internet,144,18,8,36,36,3600,0
776,MPLS_2,112,12,1.06,55,87,33000,6000
776,MPLS_1,67,8,0.7,22,41,13200,5400
776,Internet,182,12,4,33,33,3300,0
777,MPLS_1,80,7,0.57,7,13,4200,4200
777,MPLS_2,102,16,0.86,19,36,11400,4200
777,Internet,207,20,2,13,13,1300,0
778,MPLS_0,142,14,1.71,88,154,44000,5000
778,MPLS_2,75,11,0.65,27,48,21600,4800
778,Internet,171,16,10,49,49,4900,0
779,MPLS_2,143,14,1.74,16,27,9600,4800
779,MPLS_0,85,8,0.62,4,6,2800,7000
779,Internet,159,20,4,15,15,1500,0
780,MPLS_0,71,10,0.71,8,14,5600,2800
780,MPLS_1,87,10,0.59,11,19,5500,2500
780,MPLS_2,147,13,1.98,42,81,21000,2500
780,Internet,172,18,4,48,48,4800,0
781,MPLS_0,126,16,1.82,179,272,143200,6400
781,MPLS_2,82,9,0.5,94,177,75200,5600
781,Internet,144,12,4,176,176,17600,0
782,MPLS_0,89,12,0.69,36,54,25200,6300
782,MPLS_2,111,16,1.03,103,166,72100,4900
782,Internet,161,14,9,91,91,9100,0
783,MPLS_1,84,11,0.75,6,10,4800,7200
783,MPLS_2,87,7,0.78,5,8,3500,5600
783,MPLS_0,101,13,1.24,25,48,17500,5600
783,Internet,178,20,10,19,19,1900,0
784,MPLS_1,71,10,0.75,5,7,4000,4000
784,MPLS_0,139,16,0.94,11,18,8800,2400
784,Internet,182,18,9,12,12,1200,0
785,MPLS_2,82,11,0.46,93,150,74400,3200
785,MPLS_1,90,16,1.7,208,339,166400,5600
785,Internet,163,13,9,187,187,18700,0
786,MPLS_2,116,15,1.23,53,84,26500,2500
786,MPLS_1,70,7,0.49,16,30,9600,5400
786,Internet,174,12,10,31,31,3100,0
787,MPLS_0,78,7,0.72,96,170,57600,3600
787,MPLS_2,142,14,1.97,264,517,211200,4000
787,Internet,207,18,6,228,228,22800,0
788,MPLS_0,107,12,1.03,136,253,68000,1500
788,MPLS_1,68,10,0.64,33,52,26400,3200
788,Internet,182,14,8,104,104,10400,0
789,MPLS_2,60,8,0.5,6,10,4200,7000
789,MPLS_1,145,15,1.49,24,37,19200,2400
789,Internet,214,16,6,26,26,2600,0
790,MPLS_0,85,11,0.44,17,27,13600,5600
790,MPLS_2,151,13,0.88,41,74,20500,3500
790,Internet,198,19,8,41,41,4100,0
791,MPLS_1,65,10,0.41,3,5,1500,3500
791,MPLS_2,92,15,1.18,14,27,7000,5000
791,Internet,167,20,6,8,8,800,0
792,MPLS_0,72,8,0.7,317,594,158500,2500
792,Internet,207,14,1,211,211,21100,0
793,MPLS_1,86,7,0.58,9,17,6300,4200
793,MPLS_0,106,15,1.95,51,95,35700,2800
793,MPLS_2,73,10,0.7,10,18,8000,3200
793,Internet,212,13,10,51,51,5100,0
794,MPLS_1,107,13,1.33,46,74,23000,3000
794,MPLS_0,69,12,0.45,15,26,10500,3500
794,Internet,188,20,3,28,28,2800,0
795,MPLS_1,60,13,0.45,5,7,3500,3500
795,MPLS_2,148,16,1.1,13,24,9100,4200
795,Internet,204,14,5,7,7,700,0
796,MPLS_0,108,12,1.82,38,57,22800,1800
796,MPLS_2,74,12,0.41,15,23,10500,3500
796,Internet,169,14,9,36,36,3600,0
797,MPLS_1,94,15,0.97,182,307,127400,4200
797,MPLS_0,88,7,0.62,60,115,48000,5600
797,Internet,168,12,3,216,216,21600,0
798,MPLS_0,66,11,0.5,2,3,1200,4200
798,MPLS_1,81,7,0.64,3,4,1800,2400
798,MPLS_2,113,14,0.87,15,27,7500,4000
798,Internet,203,13,10,11,11,1100,0
799,MPLS_2,148,14,1.96,73,143,43800,4800
799,MPLS_1,73,10,0.69,29,47,17400,4200
799,Internet,208,17,5,74,74,7400,0
800,MPLS_0,66,12,0.73,10,19,7000,5600
800,MPLS_1,79,7,0.53,8,15,6400,7200
800,MPLS_2,121,16,1.16,49,94,29400,5400
800,Internet,177,14,4,46,46,4600,0
801,MPLS_1,120,13,1.42,27,45,13500,3000
801,MPLS_0,74,12,0.52,10,16,7000,4200
801,Internet,196,14,5,24,24,2400,0
802,MPLS_1,114,16,0.94,160,243,112000,4200
802,MPLS_0,85,8,0.58,72,125,50400,3500
802,Internet,140,17,2,121,121,12100,0
803,MPLS_1,64,8,0.41,3,4,2100,4900
803,MPLS_2,123,13,1.95,10,15,6000,1800
803,Internet,159,16,10,4,4,400,0
804,MPLS_0,81,9,0.66,17,29,13600,6400
804,MPLS_2,77,9,0.57,15,28,9000,5400
804,MPLS_1,96,13,1.95,79,147,39500,5000
804,Internet,193,16,9,46,46,4600,0
805,MPLS_2,84,7,0.66,6,10,4800,7200
805,MPLS_1,93,12,0.83,41,68,28700,5600
805,MPLS_0,70,9,0.49,8,14,6400,3200
805,Internet,188,13,4,25,25,2500,0
806,MPLS_2,61,10,0.69,28,46,16800,2400
806,MPLS_1,133,12,1.9,70,125,56000,8000
806,Internet,201,18,4,70,70,7000,0
807,MPLS_0,84,8,0.58,12,23,8400,2100
807,Internet,141,13,4,8,8,800,0
808,MPLS_2,78,7,0.77,62,102,31000,5000
808,Internet,215,14,10,33,33,3300,0
809,MPLS_1,117,14,1.25,25,45,15000,3600
809,MPLS_2,63,12,0.7,13,25,9100,4900
809,Internet,205,16,1,26,26,2600,0
810,MPLS_2,143,12,1.21,100,174,80000,5600
810,MPLS_0,70,8,0.6,52,95,26000,2000
810,Internet,163,18,7,110,110,11000,0
811,MPLS_1,77,7,0.52,3,4,2100,2800
811,MPLS_0,102,16,1.41,6,9,4800,5600
811,Internet,219,12,8,7,7,700,0
812,MPLS_2,84,9,0.6,34,52,17000,2500
812,Internet,165,12,4,20,20,2000,0
813,MPLS_1,77,9,0.67,64,113,32000,4000
813,MPLS_2,110,15,1.53,158,238,94800,6000
813,Internet,208,14,5,149,149,14900,0
814,MPLS_2,88,12,0.57,24,37,14400,4800
814,Internet,176,17,5,18,18,1800,0
815,MPLS_0,141,14,1.88,32,57,25600,7200
815,MPLS_1,62,8,0.55,6,11,4200,3500
815,MPLS_2,83,9,0.44,7,13,3500,3500
815,Internet,176,13,7,18,18,1800,0
816,MPLS_0,85,11,0.45,65,99,45500,4200
816,MPLS_1,108,15,1.63,160,276,112000,4900
816,Internet,215,19,9,141,141,14100,0
817,MPLS_2,69,7,0.53,14,27,8400,4800
817,MPLS_1,71,7,0.41,15,27,12000,2400
817,MPLS_0,85,15,1.97,76,118,45600,5400
817,Internet,162,14,9,90,90,9000,0
818,MPLS_2,81,13,0.54,3,4,2400,4800
818,MPLS_0,88,12,1.45,13,22,6500,3500
818,MPLS_1,68,7,0.66,3,5,1800,2400
818,Internet,147,19,4,12,12,1200,0
819,MPLS_2,140,13,1.32,61,117,30500,2500
819,MPLS_1,69,12,0.57,23,44,11500,4000
819,Internet,218,12,1,42,42,4200,0
820,MPLS_1,113,12,1.75,15,23,12000,2400
820,MPLS_0,67,10,0.54,5,8,2500,4500
820,Internet,214,19,8,12,12,1200,0
821,MPLS_0,84,16,1.41,88,139,52800,3600
821,MPLS_2,80,8,0.41,30,57,15000,2500
821,Internet,173,12,10,91,91,9100,0
822,MPLS_2,66,7,0.51,3,4,2100,5600
822,MPLS_0,87,16,1.78,10,18,5000,5000
822,Internet,141,16,2,8,8,800,0
823,MPLS_1,64,7,0.61,17,32,10200,6000
823,MPLS_2,127,16,1.49,85,160,59500,2800
823,MPLS_0,66,7,0.7,22,36,15400,4900
823,Internet,159,14,3,72,72,7200,0
824,MPLS_1,147,12,1.25,46,74,27600,3000
824,MPLS_2,67,12,0.42,23,43,18400,4000
824,Internet,176,20,5,41,41,4100,0
825,MPLS_0,82,11,0.42,10,19,6000,2400
825,MPLS_1,106,15,1.83,51,90,25500,2000
825,MPLS_2,71,10,0.57,11,19,7700,7000
825,Internet,156,16,9,40,40,4000,0
826,MPLS_1,75,11,0.46,9,15,7200,5600
826,MPLS_2,145,13,1.65,29,51,23200,8000
826,Internet,187,15,4,26,26,2600,0
827,MPLS_1,134,15,2.09,10,16,5000,4000
827,MPLS_2,89,9,0.74,3,5,2100,3500
827,Internet,174,13,4,7,7,700,0
828,MPLS_0,93,14,1.71,24,37,14400,3600
828,MPLS_1,60,7,0.5,10,15,5000,5000
828,Internet,158,12,10,20,20,2000,0
829,MPLS_0,123,16,1.93,16,29,9600,4800
829,MPLS_1,70,7,0.46,5,7,3000,2400
829,Internet,219,15,4,15,15,1500,0
830,MPLS_0,87,13,0.57,31,61,18600,1800
830,MPLS_2,130,15,2.09,73,145,51100,4200
830,Internet,167,17,8,49,49,4900,0
831,MPLS_2,132,16,1.84,120,217,84000,4200
831,MPLS_1,67,8,0.78,40,75,32000,2400
831,Internet,216,19,7,65,65,6500,0
832,MPLS_1,90,12,1.08,18,31,10800,4200
832,MPLS_0,68,12,0.66,3,5,2400,8000
832,MPLS_2,65,13,0.7,4,7,2000,3500
832,Internet,158,18,10,13,13,1300,0
833,MPLS_1,87,14,1.39,55,90,33000,3000
833,MPLS_0,60,12,0.73,8,12,4800,4200
833,MPLS_2,81,8,0.59,8,12,4800,4200
833,Internet,161,12,9,37,37,3700,0
834,MPLS_1,142,16,1.54,66,108,46200,2100
834,MPLS_0,88,13,0.79,28,47,22400,3200
834,Internet,194,13,6,51,51,5100,0
835,MPLS_2,125,13,1.58,62,101,31000,2500
835,MPLS_0,63,11,0.54,30,59,15000,1500
835,Internet,145,18,2,82,82,8200,0
836,MPLS_2,86,11,0.61,11,18,6600,3600
836,MPLS_1,75,12,0.53,9,16,4500,3000
836,MPLS_0,122,12,1.51,35,54,17500,2500
836,Internet,214,15,3,27,27,2700,0
837,MPLS_1,85,12,0.48,4,6,2800,4200
837,MPLS_2,81,13,1.47,19,32,15200,7200
837,MPLS_0,67,12,0.44,4,7,2800,6300
837,Internet,173,14,9,19,19,1900,0
838,MPLS_0,73,13,0.72,77,137,53900,3500
838,MPLS_2,114,16,1.11,442,875,221000,5000
838,MPLS_1,72,9,0.59,92,180,73600,3200
838,Internet,175,17,1,345,345,34500,0
839,MPLS_1,64,9,0.49,2,3,1600,4800
839,MPLS_0,93,12,0.89,8,13,6400,2400
839,Internet,173,17,8,3,3,300,0
840,MPLS_2,70,7,0.45,7,10,4900,3500
840,MPLS_0,124,16,1.57,34,56,23800,4200
840,MPLS_1,65,11,0.76,6,9,3000,1500
840,Internet,178,20,9,23,23,2300,0
841,MPLS_0,142,16,1.36,41,64,24600,1800
841,MPLS_1,86,8,0.51,10,16,8000,8000
841,MPLS_2,85,7,0.42,9,13,5400,5400
841,Internet,188,13,5,49,49,4900,0
842,MPLS_0,87,10,0.74,2,3,1400,7000
842,MPLS_2,134,12,1.61,5,7,2500,2500
842,Internet,199,20,8,5,5,500,0
843,MPLS_1,66,9,0.66,10,19,6000,3600
843,MPLS_2,88,15,0.82,33,53,26400,2400
843,Internet,210,19,5,26,26,2600,0
844,MPLS_2,150,15,1.1,58,106,29000,4000
844,MPLS_0,70,10,0.55,31,55,15500,4000
844,Internet,212,19,1,54,54,5400,0
845,MPLS_0,112,14,1.26,30,49,15000,4000
845,MPLS_2,77,11,0.46,18,31,9000,1500
845,Internet,190,13,10,25,25,2500,0
846,MPLS_2,60,11,0.46,10,19,7000,6300
846,MPLS_1,94,16,1.84,30,57,21000,2800
846,Internet,143,20,6,27,27,2700,0
847,MPLS_0,73,8,0.65,140,241,70000,2000
847,MPLS_1,136,13,0.93,249,467,124500,4500
847,Internet,158,17,8,290,290,29000,0
848,MPLS_1,64,10,0.77,3,5,1800,6000
848,MPLS_0,80,12,0.52,2,3,1400,4200
848,MPLS_2,99,13,1.37,15,27,12000,6400
848,Internet,191,13,10,12,12,1200,0
849,MPLS_2,70,9,0.65,40,61,24000,4200
849,MPLS_0,127,16,1.81,120,198,72000,3000
849,MPLS_1,69,9,0.72,37,69,18500,5000
849,Internet,203,13,5,176,176,17600,0
850,MPLS_2,62,13,0.57,41,64,24600,6000
850,MPLS_0,96,14,1.62,103,175,72100,3500
850,Internet,141,16,10,67,67,6700,0
851,MPLS_1,133,12,0.82,24,40,14400,3000
851,MPLS_2,79,12,0.78,11,21,5500,3500
851,Internet,153,19,3,18,18,1800,0
852,MPLS_2,89,8,0.66,29,57,23200,4800
852,MPLS_1,141,15,1.97,168,324,100800,6000
852,MPLS_0,86,9,0.7,29,48,20300,7000
852,Internet,215,14,4,120,120,12000,0
853,MPLS_2,110,15,1.83,8,14,6400,4800
853,MPLS_0,69,10,0.56,3,5,2100,3500
853,Internet,142,13,10,10,10,1000,0
854,MPLS_0,65,12,0.54,4,6,2000,5000
854,MPLS_1,117,14,1.13,23,43,13800,1800
854,MPLS_2,87,8,0.62,4,6,2400,2400
854,Internet,154,16,1,20,20,2000,0
855,MPLS_2,78,8,0.79,15,26,7500,5000
855,MPLS_0,136,14,1.97,53,104,31800,3000
855,Internet,197,12,8,45,45,4500,0
856,MPLS_1,85,12,0.59,248,447,148800,6000
856,Internet,197,14,7,180,180,18000,0
857,MPLS_2,61,8,0.68,11,17,7700,5600
857,MPLS_0,87,12,0.62,12,18,6000,4000
857,MPLS_1,150,12,1.32,60,115,42000,5600
857,Internet,183,20,5,51,51,5100,0
858,MPLS_1,83,13,0.86,54,94,32400,4200
858,MPLS_0,65,12,0.53,10,15,8000,4000
858,MPLS_2,64,13,0.46,9,14,7200,5600
858,Internet,220,14,8,46,46,4600,0
859,MPLS_1,142,16,1.11,11,20,5500,2000
859,MPLS_2,89,10,0.47,2,3,1200,6000
859,MPLS_0,87,7,0.71,1,1,600,3000
859,Internet,212,13,8,11,11,1100,0
860,MPLS_1,89,9,0.73,6,10,3600,6000
860,Internet,180,19,1,3,3,300,0
861,MPLS_2,84,9,0.74,18,35,12600,5600
861,MPLS_1,148,12,0.8,43,68,34400,4800
861,Internet,178,16,10,24,24,2400,0
862,MPLS_2,79,10,0.61,7,11,4200,2400
862,MPLS_0,145,13,1.46,25,49,12500,3500
862,Internet,158,18,6,15,15,1500,0
863,MPLS_2,66,9,0.58,100,197,80000,2400
863,MPLS_1,113,14,1.83,313,496,187800,1800
863,Internet,180,20,6,254,254,25400,0
864,MPLS_0,99,14,1.88,516,882,361200,4900
864,MPLS_2,66,13,0.44,219,423,175200,8000
864,Internet,215,15,4,456,456,45600,0
865,MPLS_2,149,16,1.75,58,97,29000,1500
865,MPLS_0,60,9,0.71,33,63,23100,4900
865,Internet,181,17,3,44,44,4400,0
866,MPLS_1,112,13,1.59,309,597,216300,4900
866,MPLS_2,62,13,0.73,105,170,73500,5600
866,Internet,170,20,10,188,188,18800,0
867,MPLS_1,68,11,0.58,13,23,6500,3000
867,MPLS_0,119,14,1.28,65,99,39000,6000
867,MPLS_2,83,13,0.77,10,16,6000,4800
867,Internet,187,17,1,55,55,5500,0
868,MPLS_1,117,15,1.74,259,457,207200,5600
868,MPLS_0,86,7,0.45,116,183,69600,2400
868,Internet,177,13,8,214,214,21400,0
