LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
1974,616,Internet,208,20,5.0,84,84,8400,0
1975,617,MPLS_2,66,12,0.61,17,31,8500,3000
1976,617,MPLS_1,141,16,1.15,33,60,23100,6300
1977,617,Internet,183,18,3.0,25,25,2500,0
1978,618,MPLS_1,80,8,0.74,49,77,29400,2400
1979,618,MPLS_2,91,12,1.54,215,394,150500,6300
1980,618,MPLS_0,70,13,0.44,44,82,35200,6400
1981,618,Internet,145,14,10.0,210,210,21000,0
1982,619,MPLS_1,79,9,0.51,5,7,3500,4200
1983,619,MPLS_2,107,15,1.16,11,16,7700,2800
1984,619,Internet,200,17,5.0,7,7,700,0
1985,620,MPLS_1,75,10,0.78,13,23,10400,8000
1986,620,MPLS_0,111,15,0.83,35,63,21000,2400
1987,620,Internet,198,16,4.0,24,24,2400,0
1988,621,MPLS_1,62,8,0.74,261,485,182700,4900
1989,621,Internet,188,19,4.0,147,147,14700,0
1990,622,MPLS_2,66,9,0.5,43,67,25800,1800
1991,622,MPLS_1,98,14,1.41,130,208,65000,1500
1992,622,Internet,209,15,2.0,77,77,7700,0
1993,623,MPLS_2,109,16,1.89,31,55,18600,1800
1994,623,MPLS_0,61,10,0.64,11,20,5500,1500
1995,623,Internet,209,17,2.0,18,18,1800,0
1996,624,MPLS_0,85,13,0.5,1,1,700,7000
1997,624,MPLS_1,143,16,1.11,3,5,2100,6300
1998,624,Internet,158,20,4.0,2,2,200,0
1999,625,MPLS_2,72,8,0.54,4,6,2400,2400
2000,625,MPLS_0,121,14,1.72,11,18,5500,4500
2001,625,Internet,189,12,1.0,11,11,1100,0
2002,626,MPLS_1,113,15,1.73,23,45,13800,4200
2003,626,MPLS_2,86,12,0.6,10,16,6000,4200
2004,626,Internet,202,19,3.0,22,22,2200,0
2005,627,MPLS_1,80,8,0.68,17,26,10200,3000
2006,627,MPLS_2,83,12,0.51,17,27,11900,4200
2007,627,MPLS_0,122,13,1.79,99,166,59400,4800
2008,627,Internet,174,15,3.0,46,46,4600,0
2009,628,MPLS_1,82,7,0.69,5,8,4000,2400
2010,628,MPLS_2,119,16,1.87,9,15,5400,4800
2011,628,Internet,153,12,8.0,9,9,900,0
2012,629,MPLS_2,119,13,1.99,32,55,16000,3000
2013,629,MPLS_1,88,11,0.64,16,25,12800,6400
2014,629,Internet,152,19,8.0,38,38,3800,0
2015,630,MPLS_0,64,7,0.48,66,125,33000,2000
2016,630,MPLS_2,132,12,1.31,215,362,150500,4900
2017,630,Internet,218,17,7.0,151,151,15100,0
2018,631,MPLS_0,60,7,0.45,65,98,52000,8000
2019,631,MPLS_1,105,14,1.47,155,255,77500,3500
2020,631,Internet,206,19,6.0,164,164,16400,0
2021,632,MPLS_1,89,10,0.53,11,16,5500,1500
2022,632,MPLS_0,136,12,0.83,31,60,18600,3000
2023,632,Internet,162,14,6.0,19,19,1900,0
2024,633,MPLS_2,82,11,0.45,31,55,24800,7200
2025,633,MPLS_0,94,16,1.33,74,144,44400,5400
2026,633,Internet,197,14,4.0,40,40,4000,0
2027,634,MPLS_2,124,12,1.69,49,76,39200,5600
2028,634,MPLS_0,84,7,0.44,11,19,5500,4000
2029,634,MPLS_1,60,10,0.6,11,17,6600,3600
2030,634,Internet,146,20,4.0,51,51,5100,0
2031,635,MPLS_0,76,9,0.63,22,38,15400,3500
2032,635,MPLS_1,105,13,1.46,67,118,53600,3200
2033,635,Internet,146,20,6.0,47,47,4700,0
2034,636,MPLS_1,91,12,1.14,54,92,27000,5000
2035,636,MPLS_0,65,9,0.77,20,38,12000,6000
2036,636,Internet,159,18,3.0,33,33,3300,0
2037,637,MPLS_0,74,12,0.42,3,5,1500,3500
2038,637,MPLS_2,129,12,2.08,12,23,6000,4000
2039,637,Internet,219,20,5.0,13,13,1300,0
2040,638,MPLS_0,133,12,0.93,24,45,12000,2500
2041,638,MPLS_2,84,11,0.71,4,7,2000,3500
2042,638,MPLS_1,78,7,0.61,4,7,3200,2400
2043,638,Internet,215,14,2.0,17,17,1700,0
2044,639,MPLS_1,64,7,0.77,9,13,7200,6400
2045,639,MPLS_0,119,15,0.83,19,29,11400,3600
2046,639,Internet,212,20,9.0,21,21,2100,0
2047,640,MPLS_0,108,12,1.35,42,78,29400,2800
2048,640,MPLS_1,88,13,0.49,9,14,4500,5000
2049,640,MPLS_2,61,7,0.6,10,19,7000,5600
2050,640,Internet,168,17,7.0,37,37,3700,0
2051,641,MPLS_2,63,12,0.48,7,12,4900,2100
2052,641,Internet,212,12,3.0,4,4,400,0
2053,642,MPLS_1,111,15,0.83,47,86,28200,4200
2054,642,MPLS_0,65,10,0.68,19,29,9500,4000
2055,642,Internet,191,19,1.0,37,37,3700,0
2056,643,MPLS_1,127,12,0.81,40,62,32000,6400
2057,643,MPLS_0,75,9,0.51,18,33,9000,3000
2058,643,Internet,199,14,2.0,47,47,4700,0
2059,644,MPLS_1,87,10,0.74,16,26,9600,4200
2060,644,MPLS_2,140,13,1.0,70,105,42000,3000
2061,644,MPLS_0,63,7,0.48,14,26,9800,5600
2062,644,Internet,212,12,5.0,75,75,7500,0
2063,645,MPLS_1,97,16,0.97,179,300,107400,2400
2064,645,MPLS_2,86,8,0.62,60,110,36000,1800
2065,645,Internet,149,19,8.0,188,188,18800,0
2066,646,MPLS_1,142,16,1.09,68,127,54400,3200
2067,646,MPLS_2,66,13,0.56,29,44,23200,4000
2068,646,Internet,213,19,7.0,61,61,6100,0
2069,647,MPLS_0,115,15,0.96,9,15,7200,2400
2070,647,MPLS_2,89,8,0.76,4,6,3200,3200
2071,647,Internet,151,18,5.0,8,8,800,0
2072,648,MPLS_1,85,7,0.49,63,124,50400,8000
2073,648,Internet,180,14,4.0,30,30,3000,0
2074,649,MPLS_1,93,12,2.01,98,152,68600,2800
2075,649,MPLS_0,69,8,0.41,37,56,29600,2400
2076,649,Internet,163,17,8.0,99,99,9900,0
2077,650,MPLS_2,85,11,0.63,14,25,11200,4000
2078,650,MPLS_0,90,13,1.51,48,74,38400,8000
2079,650,MPLS_1,71,12,0.68,11,17,8800,4800
2080,650,Internet,141,16,1.0,54,54,5400,0
2081,651,MPLS_0,86,7,0.76,49,79,29400,5400
2082,651,MPLS_2,64,9,0.6,35,62,28000,2400
2083,651,MPLS_1,108,14,1.59,167,300,100200,6000
2084,651,Internet,165,17,10.0,178,178,17800,0
2085,652,MPLS_2,89,14,0.98,13,20,9100,6300
2086,652,MPLS_1,71,7,0.74,6,10,4800,8000
2087,652,Internet,153,18,10.0,7,7,700,0
2088,653,MPLS_0,73,9,0.68,15,22,10500,5600
2089,653,MPLS_2,100,12,1.65,93,156,74400,7200
2090,653,MPLS_1,68,13,0.59,16,24,12800,5600
2091,653,Internet,193,19,2.0,59,59,5900,0
2092,654,MPLS_1,83,12,0.53,34,59,20400,4800
2093,654,MPLS_0,122,13,1.68,82,137,49200,3600
2094,654,Internet,201,13,2.0,60,60,6000,0
2095,655,MPLS_1,138,15,1.58,451,828,270600,1800
2096,655,MPLS_0,82,8,0.52,99,188,79200,3200
2097,655,MPLS_2,74,9,0.45,114,171,79800,6300
2098,655,Internet,146,14,2.0,375,375,37500,0
2099,656,MPLS_2,61,13,0.79,115,222,69000,5400
2100,656,MPLS_1,98,12,2.07,266,525,133000,4000
2101,656,Internet,194,20,1.0,269,269,26900,0
2102,657,MPLS_0,117,13,1.81,56,88,39200,4900
2103,657,MPLS_2,61,13,0.62,12,22,8400,2100
2104,657,MPLS_1,69,13,0.61,9,13,5400,3600
2105,657,Internet,177,13,6.0,36,36,3600,0
2106,658,MPLS_2,63,8,0.44,22,35,15400,5600
2107,658,Internet,174,17,1.0,18,18,1800,0
2108,659,MPLS_0,81,11,0.47,8,12,6400,8000
2109,659,MPLS_1,80,12,1.39,15,26,7500,4500
2110,659,Internet,144,12,7.0,11,11,1100,0
2111,660,MPLS_2,62,12,0.48,143,252,71500,5000
2112,660,Internet,168,18,8.0,82,82,8200,0
2113,661,MPLS_2,82,16,1.55,22,36,15400,7000
2114,661,MPLS_1,85,10,0.44,9,15,5400,5400
2115,661,Internet,152,16,10.0,16,16,1600,0
2116,662,MPLS_2,60,11,0.74,4,7,2800,2800
2117,662,MPLS_0,66,13,0.49,4,6,2000,4000
2118,662,MPLS_1,139,12,2.01,22,37,13200,4800
2119,662,Internet,156,13,5.0,13,13,1300,0
2120,663,MPLS_1,77,11,0.61,10,16,8000,3200
2121,663,Internet,192,19,6.0,7,7,700,0
2122,664,MPLS_0,83,12,1.94,78,120,39000,2500
2123,664,MPLS_1,80,10,0.52,28,48,19600,4900
2124,664,Internet,169,15,6.0,65,65,6500,0
2125,665,MPLS_1,76,7,0.6,6,11,4800,4800
2126,665,MPLS_2,81,14,1.83,46,70,27600,5400
2127,665,MPLS_0,78,13,0.67,7,12,5600,6400
2128,665,Internet,204,19,2.0,26,26,2600,0
2129,666,MPLS_1,74,10,0.59,12,18,7200,6000
2130,666,MPLS_2,91,12,1.34,36,57,25200,3500
2131,666,Internet,173,15,10.0,23,23,2300,0
2132,667,MPLS_2,83,12,0.47,36,70,21600,1800
2133,667,MPLS_0,101,13,1.76,95,158,47500,2000
2134,667,Internet,164,15,1.0,81,81,8100,0
2135,668,MPLS_1,78,12,0.43,40,61,20000,5000
2136,668,MPLS_0,106,12,1.55,167,314,133600,7200
2137,668,MPLS_2,80,9,0.77,36,60,25200,7000
2138,668,Internet,191,15,1.0,206,206,20600,0
2139,669,MPLS_2,73,9,0.53,43,71,21500,2500
2140,669,MPLS_1,132,12,1.55,173,286,138400,6400
2141,669,MPLS_0,76,8,0.73,30,53,21000,3500
2142,669,Internet,148,19,9.0,107,107,10700,0
2143,670,MPLS_2,114,13,1.47,44,74,35200,4800
2144,670,MPLS_0,65,13,0.69,22,38,15400,6300
2145,670,Internet,142,17,2.0,28,28,2800,0
2146,671,MPLS_2,83,13,0.63,19,32,11400,4800
2147,671,MPLS_0,74,8,0.73,18,30,12600,7000
2148,671,MPLS_1,145,16,0.84,86,150,51600,4200
2149,671,Internet,148,13,1.0,80,80,8000,0
2150,672,MPLS_0,63,9,0.46,224,415,179200,7200
2151,672,Internet,182,13,4.0,202,202,20200,0
2152,673,MPLS_1,80,13,0.61,2,3,1600,4000
2153,673,MPLS_0,86,11,0.54,3,5,2400,5600
2154,673,MPLS_2,104,16,1.9,13,19,7800,3600
2155,673,Internet,191,15,10.0,8,8,800,0
2156,674,MPLS_0,85,16,0.9,93,175,74400,4800
2157,674,MPLS_1,86,10,0.54,18,29,9000,2000
2158,674,MPLS_2,87,11,0.77,16,31,12800,6400
2159,674,Internet,146,19,5.0,61,61,6100,0
2160,675,MPLS_0,71,12,0.59,130,210,65000,4500
2161,675,MPLS_2,72,11,0.69,107,189,85600,7200
2162,675,MPLS_1,132,13,1.77,474,794,331800,7000
2163,675,Internet,183,18,9.0,485,485,48500,0
2164,676,MPLS_0,71,9,0.66,26,50,15600,1800
2165,676,MPLS_1,127,12,1.52,57,87,28500,2000
2166,676,Internet,193,15,9.0,54,54,5400,0
2167,677,MPLS_1,92,15,1.28,19,31,9500,4000
2168,677,MPLS_0,82,10,0.63,7,11,4900,6300
2169,677,Internet,213,12,8.0,14,14,1400,0
2170,678,MPLS_0,60,7,0.51,88,156,61600,5600
2171,678,MPLS_2,94,12,1.52,173,302,121100,4900
2172,678,Internet,141,13,4.0,178,178,17800,0
2173,679,MPLS_2,60,12,0.61,1,1,600,2400
2174,679,MPLS_0,106,13,2.01,4,6,2800,5600
2175,679,Internet,209,20,2.0,4,4,400,0
2176,680,MPLS_1,104,16,1.93,75,124,60000,3200
2177,680,MPLS_2,85,8,0.41,29,44,20300,3500
2178,680,Internet,164,13,5.0,74,74,7400,0
2179,681,MPLS_0,75,12,0.76,21,33,16800,4800
2180,681,MPLS_2,133,15,0.87,110,174,66000,2400
2181,681,MPLS_1,88,13,0.63,25,38,20000,2400
2182,681,Internet,152,19,3.0,63,63,6300,0
2183,682,MPLS_1,73,12,0.58,166,325,99600,3000
2184,682,Internet,158,13,1.0,71,71,7100,0
2185,683,MPLS_0,83,8,0.48,2,3,1000,4500
2186,683,MPLS_1,61,9,0.74,3,5,2400,8000
2187,683,MPLS_2,114,15,0.85,11,18,7700,4900
2188,683,Internet,168,20,10.0,11,11,1100,0
2189,684,MPLS_2,88,8,0.76,63,109,37800,5400
2190,684,MPLS_0,146,15,0.99,211,342,168800,4800
2191,684,Internet,220,16,1.0,125,125,12500,0
2192,685,MPLS_0,60,13,0.55,73,128,51100,4200
2193,685,MPLS_2,149,16,1.55,162,253,81000,2000
2194,685,Internet,173,16,9.0,165,165,16500,0
2195,686,MPLS_0,151,12,1.51,177,276,106200,5400
2196,686,MPLS_1,70,9,0.54,84,162,67200,6400
2197,686,Internet,178,17,9.0,137,137,13700,0
2198,687,MPLS_1,71,10,0.69,9,13,5400,3600
2199,687,Internet,219,18,10.0,5,5,500,0
2200,688,MPLS_0,126,14,1.67,28,54,16800,6000
2201,688,MPLS_2,72,12,0.52,9,17,6300,7000
2202,688,Internet,142,14,7.0,23,23,2300,0
2203,689,MPLS_2,83,11,0.56,11,17,7700,6300
2204,689,MPLS_1,115,15,1.03,51,92,35700,4900
2205,689,MPLS_0,67,7,0.62,8,12,5600,4900
2206,689,Internet,197,18,1.0,53,53,5300,0
2207,690,MPLS_2,75,7,0.68,8,12,4000,4000
2208,690,MPLS_1,115,15,1.88,18,30,10800,1800
2209,690,Internet,212,18,10.0,21,21,2100,0
2210,691,MPLS_0,75,8,0.65,15,27,7500,4500
2211,691,MPLS_2,79,12,0.47,17,27,10200,1800
2212,691,MPLS_1,85,16,1.74,66,123,33000,2500
2213,691,Internet,148,12,1.0,63,63,6300,0
2214,692,MPLS_0,74,7,0.7,4,7,3200,8000
2215,692,MPLS_1,99,14,1.08,25,43,15000,5400
2216,692,MPLS_2,75,9,0.68,5,7,3500,5600
2217,692,Internet,166,16,4.0,28,28,2800,0
2218,693,MPLS_0,87,7,0.73,14,26,7000,5000
2219,693,MPLS_1,130,12,1.35,43,77,34400,4000
2220,693,Internet,166,19,5.0,23,23,2300,0
2221,694,MPLS_1,64,11,0.43,8,14,6400,3200
2222,694,MPLS_0,114,13,0.97,25,49,20000,4000
2223,694,Internet,190,17,3.0,25,25,2500,0
2224,695,MPLS_2,73,11,0.64,101,154,80800,7200
2225,695,MPLS_0,120,12,1.58,271,477,216800,8000
2226,695,Internet,204,16,5.0,248,248,24800,0
2227,696,MPLS_0,138,14,1.18,20,32,16000,4800
2228,696,MPLS_1,65,7,0.74,7,13,3500,3500
2229,696,Internet,162,17,10.0,18,18,1800,0
2230,697,MPLS_2,87,13,0.63,14,22,7000,2500
2231,697,MPLS_0,109,14,1.07,56,89,33600,5400
2232,697,Internet,149,20,8.0,32,32,3200,0
2233,698,MPLS_1,64,8,0.42,37,61,29600,4800
2234,698,Internet,214,14,6.0,21,21,2100,0
2235,699,MPLS_2,88,9,0.72,17,33,10200,3000
2236,699,MPLS_0,122,13,1.5,33,56,16500,2000
2237,699,Internet,177,20,9.0,25,25,2500,0
2238,700,MPLS_1,111,15,1.95,34,58,23800,4900
2239,700,MPLS_0,63,7,0.41,16,31,8000,1500
2240,700,Internet,174,16,10.0,35,35,3500,0
2241,701,MPLS_1,83,8,0.45,15,28,10500,7000
2242,701,MPLS_0,127,13,1.86,69,123,48300,4200
2243,701,MPLS_2,68,8,0.55,13,21,10400,4000
2244,701,Internet,154,12,8.0,67,67,6700,0
2245,702,MPLS_0,64,12,0.7,8,12,5600,2800
2246,702,MPLS_2,143,16,1.57,17,29,13600,7200
2247,702,Internet,201,18,8.0,15,15,1500,0
2248,703,MPLS_0,83,12,0.58,4,6,2800,3500
2249,703,MPLS_2,112,15,1.84,18,29,9000,1500
2250,703,MPLS_1,81,10,0.51,3,5,1500,4500
2251,703,Internet,204,17,7.0,14,14,1400,0
2252,704,MPLS_1,68,11,0.67,10,17,7000,5600
2253,704,MPLS_0,91,16,0.88,24,41,14400,1800
2254,704,Internet,195,16,1.0,25,25,2500,0
2255,705,MPLS_1,75,13,0.51,35,64,17500,5000
2256,705,MPLS_2,126,16,1.04,85,168,68000,4000
2257,705,Internet,182,20,10.0,73,73,7300,0
2258,706,MPLS_1,132,15,1.43,148,260,103600,2800
2259,706,MPLS_0,85,10,0.69,49,93,34300,3500
2260,706,Internet,186,15,4.0,96,96,9600,0
2261,707,MPLS_1,68,12,0.46,38,66,30400,4800
2262,707,MPLS_2,109,14,1.21,102,173,61200,4200
2263,707,Internet,208,13,5.0,71,71,7100,0
2264,708,MPLS_1,96,15,1.17,35,54,17500,4000
2265,708,MPLS_0,69,10,0.75,14,22,7000,2000
2266,708,Internet,146,16,5.0,43,43,4300,0
2267,709,MPLS_2,91,14,1.79,104,196,52000,2000
2268,709,MPLS_1,76,11,0.57,38,71,26600,6300
2269,709,Internet,140,16,3.0,103,103,10300,0
2270,710,MPLS_0,74,11,0.64,8,13,5600,7000
2271,710,MPLS_2,132,14,1.1,20,32,14000,5600
2272,710,Internet,175,17,7.0,22,22,2200,0
2273,711,MPLS_2,66,10,0.52,5,9,4000,4800
2274,711,MPLS_1,117,13,1.37,33,54,23100,3500
2275,711,MPLS_0,64,9,0.55,4,7,2000,1500
2276,711,Internet,215,19,10.0,27,27,2700,0
2277,712,MPLS_0,73,12,0.41,5,8,3000,1800
2278,712,MPLS_1,102,14,0.83,7,12,4200,2400
2279,712,Internet,172,16,6.0,5,5,500,0
2280,713,MPLS_2,84,12,0.66,47,80,28200,3600
2281,713,MPLS_0,112,15,1.21,250,387,150000,6000
2282,713,MPLS_1,66,7,0.7,43,76,21500,2000
2283,713,Internet,218,19,4.0,214,214,21400,0
2284,714,MPLS_0,87,7,0.44,14,26,8400,6000
2285,714,MPLS_2,119,12,1.8,63,104,44100,4200
2286,714,MPLS_1,65,10,0.5,14,23,11200,4800
2287,714,Internet,174,14,10.0,82,82,8200,0
2288,715,MPLS_1,85,10,0.68,11,16,7700,4200
2289,715,MPLS_2,118,14,1.73,61,114,42700,4900
2290,715,MPLS_0,72,11,0.7,12,23,8400,7000
2291,715,Internet,187,14,6.0,31,31,3100,0
2292,716,MPLS_0,83,14,1.61,238,391,119000,4500
2293,716,MPLS_1,85,7,0.78,111,194,66600,4800
2294,716,Internet,175,19,8.0,148,148,14800,0
2295,717,MPLS_2,88,13,0.62,22,37,15400,2800
2296,717,MPLS_1,105,13,1.73,67,129,40200,2400
2297,717,Internet,180,14,1.0,59,59,5900,0
2298,718,MPLS_1,73,8,0.64,6,10,3000,3500
2299,718,MPLS_0,73,10,0.76,6,9,4800,7200
2300,718,MPLS_2,130,12,1.1,40,75,28000,3500
2301,718,Internet,162,13,1.0,38,38,3800,0
2302,719,MPLS_1,80,12,1.94,198,346,99000,4000
2303,719,MPLS_0,72,9,0.58,45,72,31500,2800
2304,719,MPLS_2,67,10,0.4,41,65,24600,2400
2305,719,Internet,203,14,9.0,168,168,16800,0
2306,720,MPLS_1,87,13,1.74,75,147,45000,4800
2307,720,MPLS_2,76,7,0.72,30,57,18000,4200
2308,720,Internet,180,18,3.0,63,63,6300,0
2309,721,MPLS_2,79,11,0.49,56,109,39200,4900
2310,721,MPLS_0,124,14,1.13,222,403,111000,3500
2311,721,MPLS_1,81,7,0.57,46,79,23000,4500
2312,721,Internet,158,19,1.0,243,243,24300,0
2313,722,MPLS_0,147,12,0.93,16,27,11200,2800
2314,722,MPLS_1,84,13,0.44,3,4,1800,6000
2315,722,MPLS_2,77,8,0.46,2,3,1600,8000
2316,722,Internet,187,16,6.0,10,10,1000,0
2317,723,MPLS_1,85,8,0.51,74,126,44400,2400
2318,723,MPLS_2,139,14,1.04,140,275,112000,5600
2319,723,Internet,141,20,10.0,93,93,9300,0
2320,724,MPLS_1,80,13,0.59,66,123,33000,5000
2321,724,Internet,183,14,8.0,48,48,4800,0
2322,725,MPLS_0,118,15,1.27,42,76,21000,2000
2323,725,MPLS_2,85,13,0.7,14,26,9800,2100
2324,725,Internet,169,15,1.0,29,29,2900,0
2325,726,MPLS_2,89,9,0.68,13,20,9100,4200
2326,726,MPLS_0,121,13,1.31,38,61,19000,4000
2327,726,Internet,203,20,7.0,38,38,3800,0
2328,727,MPLS_2,151,15,0.95,68,128,40800,3600
2329,727,MPLS_0,64,9,0.68,30,46,21000,7000
2330,727,Internet,154,14,7.0,73,73,7300,0
2331,728,MPLS_1,148,15,2.04,11,17,7700,2100
2332,728,MPLS_0,60,11,0.78,4,6,2800,4900
2333,728,Internet,198,20,10.0,5,5,500,0
2334,729,MPLS_1,82,11,0.47,5,8,2500,5000
2335,729,MPLS_2,124,13,1.68,10,17,8000,5600
2336,729,Internet,150,17,9.0,11,11,1100,0
2337,730,MPLS_0,69,9,0.47,83,152,41500,2000
2338,730,MPLS_1,83,12,1.62,160,242,80000,2000
2339,730,Internet,156,18,7.0,120,120,12000,0
2340,731,MPLS_1,98,12,1.3,36,64,21600,3000
2341,731,MPLS_0,80,13,0.58,5,8,2500,4000
2342,731,MPLS_2,78,11,0.78,6,10,3000,2500
2343,731,Internet,144,14,4.0,22,22,2200,0
2344,732,MPLS_2,77,10,0.49,33,54,19800,4800
2345,732,Internet,178,14,6.0,23,23,2300,0
2346,733,MPLS_0,80,12,0.67,30,52,18000,6000
2347,733,MPLS_1,81,13,1.86,96,163,67200,4900
2348,733,Internet,144,20,8.0,58,58,5800,0
2349,734,MPLS_0,87,12,0.58,5,8,4000,4000
2350,734,MPLS_2,123,15,0.89,11,20,7700,6300
2351,734,Internet,181,16,10.0,11,11,1100,0
2352,735,MPLS_1,77,13,0.59,30,54,21000,2800
2353,735,MPLS_2,69,12,0.64,42,73,29400,2800
2354,735,MPLS_0,112,14,1.23,169,298,84500,3500
2355,735,Internet,141,15,7.0,128,128,12800,0
2356,736,MPLS_1,116,16,1.78,9,14,4500,5000
2357,736,MPLS_0,72,8,0.55,4,7,3200,7200
2358,736,Internet,153,15,7.0,6,6,600,0
2359,737,MPLS_2,65,9,0.5,10,16,6000,6000
2360,737,MPLS_1,147,14,1.93,35,63,24500,5600
2361,737,Internet,220,18,2.0,24,24,2400,0
2362,738,MPLS_2,69,9,0.71,15,29,7500,2000
2363,738,MPLS_0,84,14,1.0,66,121,52800,7200
2364,738,MPLS_1,66,11,0.51,14,23,8400,3000
2365,738,Internet,190,14,2.0,41,41,4100,0
2366,739,MPLS_0,89,16,1.61,46,78,32200,3500
2367,739,MPLS_2,64,9,0.55,23,37,16100,5600
2368,739,Internet,162,20,5.0,36,36,3600,0
2369,740,MPLS_0,83,10,0.58,18,33,9000,3500
2370,740,MPLS_2,91,14,1.02,37,58,25900,4200
2371,740,Internet,216,19,4.0,43,43,4300,0
2372,741,MPLS_2,78,10,0.52,3,5,2100,2100
2373,741,MPLS_1,133,13,1.45,8,12,5600,5600
2374,741,Internet,144,16,2.0,5,5,500,0
2375,742,MPLS_1,89,13,0.5,62,109,31000,2500
2376,742,MPLS_0,138,12,0.94,136,219,81600,4200
2377,742,Internet,203,19,3.0,94,94,9400,0
2378,743,MPLS_0,103,13,1.88,19,36,9500,1500
2379,743,MPLS_2,73,9,0.44,9,15,6300,2800
2380,743,Internet,162,15,7.0,19,19,1900,0
2381,744,MPLS_2,140,13,1.07,96,170,57600,4200
2382,744,MPLS_0,84,10,0.55,38,72,30400,4000
2383,744,Internet,204,14,3.0,60,60,6000,0
2384,745,MPLS_1,62,7,0.75,6,11,4800,6400
2385,745,MPLS_0,77,7,0.7,6,11,4200,4200
2386,745,MPLS_2,89,14,1.16,22,42,15400,4900
2387,745,Internet,209,15,3.0,29,29,2900,0
2388,746,MPLS_2,66,10,0.67,5,8,3500,6300
2389,746,MPLS_1,87,13,1.75,15,25,7500,4000
2390,746,Internet,220,17,5.0,15,15,1500,0
2391,747,MPLS_1,85,13,0.6,75,136,45000,3000
2392,747,Internet,147,14,5.0,47,47,4700,0
2393,748,MPLS_0,88,9,0.52,11,21,7700,4200
2394,748,MPLS_1,149,14,0.82,42,67,25200,3600
2395,748,Internet,207,17,2.0,20,20,2000,0
2396,749,MPLS_1,107,16,1.6,69,106,48300,2800
2397,749,MPLS_2,77,9,0.6,28,43,16800,3000
2398,749,Internet,204,15,7.0,42,42,4200,0
2399,750,MPLS_1,96,15,1.61,48,93,24000,3500
2400,750,MPLS_2,79,8,0.48,23,39,16100,2800
2401,750,Internet,156,15,1.0,50,50,5000,0
2402,751,MPLS_2,92,14,1.83,118,184,70800,6000
2403,751,MPLS_0,85,12,0.78,21,34,16800,2400
2404,751,MPLS_1,64,7,0.43,23,39,11500,4000
2405,751,Internet,182,14,4.0,71,71,7100,0
2406,752,MPLS_1,82,13,0.43,2,3,1000,4500
2407,752,MPLS_2,79,9,0.67,2,3,1400,7000
2408,752,MPLS_0,146,13,1.31,12,20,6000,3000
2409,752,Internet,194,18,5.0,9,9,900,0
2410,753,MPLS_1,64,12,0.5,81,134,48600,5400
2411,753,MPLS_2,148,15,1.32,201,386,140700,7000
2412,753,Internet,202,19,2.0,152,152,15200,0
2413,754,MPLS_2,80,11,0.76,18,32,14400,8000
2414,754,MPLS_0,86,12,1.84,33,52,19800,2400
2415,754,Internet,154,12,2.0,28,28,2800,0
2416,755,MPLS_0,78,7,0.52,4,7,2400,1800
2417,755,MPLS_2,143,16,1.68,13,23,9100,3500
2418,755,Internet,199,13,8.0,11,11,1100,0
2419,756,MPLS_1,104,13,1.22,94,145,56400,1800
2420,756,MPLS_2,63,9,0.7,26,41,18200,6300
2421,756,Internet,218,12,10.0,48,48,4800,0
2422,757,MPLS_2,80,8,0.43,19,31,9500,4000
2423,757,MPLS_1,117,13,1.07,36,67,28800,5600
2424,757,Internet,147,19,10.0,32,32,3200,0
2425,758,MPLS_1,69,7,0.51,16,26,12800,5600
2426,758,MPLS_0,126,13,2.05,80,138,48000,2400
2427,758,MPLS_2,78,7,0.56,14,23,11200,6400
2428,758,Internet,158,16,6.0,51,51,5100,0
2429,759,MPLS_0,121,14,1.57,41,76,24600,4800
2430,759,MPLS_2,87,7,0.66,17,29,11900,6300
2431,759,Internet,148,17,5.0,41,41,4100,0
2432,760,MPLS_1,126,13,2.08,28,47,19600,4900
2433,760,MPLS_0,68,12,0.55,9,17,5400,4200
2434,760,Internet,175,15,1.0,25,25,2500,0
2435,761,MPLS_2,134,13,0.86,71,120,56800,5600
2436,761,MPLS_1,78,10,0.66,28,53,14000,4500
2437,761,Internet,144,15,8.0,62,62,6200,0
2438,762,MPLS_2,83,12,0.63,10,19,8000,8000
2439,762,MPLS_1,137,15,0.91,21,38,16800,6400
2440,762,Internet,181,14,5.0,23,23,2300,0
2441,763,MPLS_0,63,12,0.41,104,186,62400,3000
2442,763,MPLS_2,137,16,0.85,297,533,237600,5600
2443,763,Internet,210,14,9.0,278,278,27800,0
2444,764,MPLS_1,78,11,0.44,19,30,13300,6300
2445,764,MPLS_2,108,14,1.44,41,75,32800,3200
2446,764,Internet,175,12,1.0,35,35,3500,0
2447,765,MPLS_2,66,7,0.77,271,419,189700,4900
2448,765,Internet,153,19,6.0,103,103,10300,0
2449,766,MPLS_1,71,8,0.63,8,15,4800,5400
2450,766,MPLS_0,106,12,1.96,19,37,11400,2400
2451,766,Internet,185,20,4.0,18,18,1800,0
2452,767,MPLS_1,78,7,0.46,14,27,8400,3000
2453,767,Internet,181,19,9.0,5,5,500,0
2454,768,MPLS_2,136,16,0.96,16,27,12800,7200
2455,768,MPLS_1,70,11,0.63,6,11,3000,2500
2456,768,Internet,210,17,5.0,16,16,1600,0
2457,769,MPLS_2,141,12,1.4,21,35,14700,2800
2458,769,MPLS_1,61,10,0.61,10,19,6000,3600
